epoch,best_acc,loss
1,0.396,2.7151654528666147
2,0.4572673267326733,2.4422722452803503
3,0.47116831683168314,2.4306699716592135
4,0.4761188118811881,2.391658926764621
5,0.4951287128712871,2.3742815764644476
6,0.49405940594059405,2.504402586025528
7,0.4929108910891089,2.555941371676288
8,0.4866138613861386,2.7241675490065465
9,0.48304950495049503,2.699981496907488
10,0.49005940594059405,2.8347992135754114
