epoch,best_acc,loss
1,0.5119207920792079,2.186178819439079
2,0.5461782178217822,2.174405441329449
3,0.5697425742574257,2.1952638350710085
4,0.5678415841584158,2.224515869006326
5,0.5783762376237623,2.3313433488713033
6,0.5759603960396039,2.4424370636668384
7,0.5707326732673267,2.444262202857416
8,0.5767524752475247,2.4680871232400965
9,0.5767524752475247,2.64671002354803
10,0.5759207920792079,2.5542238920549805
